locusId	scaffoldId	begin	end	strand	original_name	gene_type	rbtnseq_ref_locusId	product	sysName	name	desc	ecocyc_id
BW25113_2371	CP009273.1	2481502	2482647	-	yfdE	CDS	16476	acetyl-CoA:oxalate CoA-transferase	b2371	yfdE	putative enzyme (VIMSS)	G7234
BW25113_2372	CP009273.1	2482721	2483665	-	yfdV	CDS	16477	putative transporter	b2372	yfdV	predicted transporter (NCBI)	G7235
BW25113_2373	CP009273.1	2483735	2485429	-	oxc	CDS	16478	oxalyl CoA decarboxylase%2C ThDP-dependent	b2373	oxc	hypothetical protein (NCBI)	G7236
BW25113_2374	CP009273.1	2485483	2486733	-	frc	CDS	16479	formyl-CoA transferase%2C NAD(P)-binding	b2374	frc	formyl-coenzyme A transferase (NCBI)	G7237
BW25113_2375	CP009273.1	2487246	2487881	-	yfdX	CDS	16480	uncharacterized protein	b2375	yfdX	hypothetical protein (NCBI)	G7238
BW25113_2376	CP009273.1	2488177	2488452	+	ypdI	CDS	16481	putative lipoprotein involved in colanic acid biosynthesis	b2376	ypdI	predicted lipoprotein involved in colanic acid biosynthesis (NCBI)	G7239
BW25113_2377	CP009273.1	2488529	2488771	-	yfdY	CDS	16482	DUF2545 family putative inner membrane protein	b2377	yfdY	predicted inner membrane protein (NCBI)	G7240
BW25113_2378	CP009273.1	2489124	2490044	+	lpxP	CDS	16483	palmitoleoyl-acyl carrier protein (ACP)-dependent acyltransferase	b2378	lpxP	putative heat shock protein (VIMSS)	G7241
BW25113_4680	CP009273.1	2490400	2490471	+	ypdK	CDS	7497359	inner membrane protein	b4680	ypdK	expressed protein (RefSeq)	G0-10647
BW25113_2379	CP009273.1	2490536	2491774	-	alaC	CDS	16484	valine-pyruvate aminotransferase 3	b2379	alaC	hypothetical protein (NCBI)	G7242
BW25113_2380	CP009273.1	2492150	2493847	+	ypdA	CDS	16485	sensor kinase regulating yhjX%3B pyruvate-responsive YpdAB two-component system	b2380	pyrS	predicted sensory kinase in two-component system with YpdB (NCBI)	G7243
BW25113_2381	CP009273.1	2493862	2494596	+	ypdB	CDS	16486	response regulator activating yhjX%3B pyruvate-responsive YpdAB two-component system	b2381	pyrR	predicted response regulator in two-component system withYpdA (NCBI)	G7244
BW25113_2382	CP009273.1	2494609	2495466	+	ypdC	CDS	16487	putative DNA-binding protein	b2382	ypdC	predicted DNA-binding protein (NCBI)	G7245
BW25113_2383	CP009273.1	2495469	2497964	-	fryA	CDS	16488	putative PTS enzyme%2C Hpr component/enzyme I component/enzyme IIA component	b2383	fryA	fused predicted PTS enzymes: Hpr component/enzyme I component/enzyme IIA component (NCBI)	G7246
BW25113_2384	CP009273.1	2497989	2499026	-	ypdE	CDS	16489	aminopeptidase	b2384	ypdE	predicted peptidase (NCBI)	G7247
BW25113_2385	CP009273.1	2499026	2500111	-	ypdF	CDS	16490	Xaa-Pro aminopeptidase	b2385	ypdF	predicted peptidase (NCBI)	G7248
BW25113_2386	CP009273.1	2500126	2501373	-	fryC	CDS	16491	putative enzyme IIC component of PTS	b2386	fryC	predicted enzyme IIC component of PTS (NCBI)	G7249
BW25113_2387	CP009273.1	2501395	2501721	-	fryB	CDS	16492	putative enzyme IIB component of PTS	b2387	fryB	predicted enzyme IIB component of PTS (NCBI)	G7250
BW25113_2388	CP009273.1	2501940	2502905	-	glk	CDS	16493	glucokinase	b2388	glk	glucokinase (NCBI)	EG12957
BW25113_2389	CP009273.1	2503109	2504365	+	yfeO	CDS	16494	putative ion channel protein	b2389	yfeO	hypothetical protein (NCBI)	G7251
BW25113_2390	CP009273.1	2504480	2504806	+	ypeC	CDS	16495	DUF2502 family putative periplasmic protein	b2390	ypeC	hypothetical protein (NCBI)	G7252
BW25113_2392	CP009273.1	2504947	2506185	-	mntH	CDS	16497	manganese/divalent cation transporter	b2392	mntH	manganese transport protein MntH (NCBI)	G7254
BW25113_2393	CP009273.1	2506521	2507723	+	nupC	CDS	16498	nucleoside (except guanosine) transporter	b2393	nupC	nucleoside (except guanosine) transporter (NCBI)	EG11971
BW25113_2394	CP009273.1	2507810	2508922	+	insL1	CDS		IS186 transposase		insL1	IS186 transposase	
BW25113_2395	CP009273.1	2509122	2511311	-	yfeA	CDS	16500	putative diguanylate cyclase	b2395	pdeA	orf, hypothetical protein (VIMSS)	EG11145
BW25113_2396	CP009273.1	2511520	2511595	-	alaX	tRNA		tRNA-Ala		alaX	tRNA-Ala	
BW25113_2397	CP009273.1	2511635	2511710	-	alaW	tRNA		tRNA-Ala		alaW	tRNA-Ala	
BW25113_2398	CP009273.1	2511946	2512290	+	yfeC	CDS	16501	DUF1323 family putative DNA-binding protein	b2398	yfeC	orf, hypothetical protein (VIMSS)	EG11431
BW25113_2399	CP009273.1	2512292	2512684	+	yfeD	CDS	16502	DUF1323 family putative DNA-binding protein	b2399	yfeD	predicted DNA-binding transcriptional regulator (RefSeq)	EG11432
BW25113_2400	CP009273.1	2512736	2514151	-	gltX	CDS	16503	glutamyl-tRNA synthetase	b2400	gltX	glutamyl-tRNA synthetase (NCBI)	EG10407
BW25113_2401	CP009273.1	2514410	2514485	+	valU	tRNA		tRNA-Val		valU	tRNA-Val	
BW25113_2403	CP009273.1	2514532	2514607	+	valY	tRNA		tRNA-Val		valY	tRNA-Val	
BW25113_2404	CP009273.1	2514612	2514687	+	lysV	tRNA		tRNA-Lys		lysV	tRNA-Lys	
BW25113_2405	CP009273.1	2514952	2515836	-	xapR	CDS	16504	transcriptional activator of xapAB	b2405	xapR	DNA-binding transcriptional activator (NCBI)	EG11146
BW25113_2406	CP009273.1	2516088	2517344	-	xapB	CDS	16505	xanthosine transporter	b2406	xapB	xanthosine transporter (NCBI)	EG13159
BW25113_2407	CP009273.1	2517404	2518237	-	xapA	CDS	16506	purine nucleoside phosphorylase II	b2407	xapA	purine nucleoside phosphorylase (NCBI)	G85
BW25113_2408	CP009273.1	2518486	2519250	+	yfeN	CDS	16507	putative outer membrane protein	b2408	yfeN	conserved outer membrane protein (NCBI)	G7256
BW25113_2409	CP009273.1	2519289	2520215	-	yfeR	CDS	16508	transcriptional regulator of yefH	b2409	yfeR	predicted DNA-binding transcriptional regulator (NCBI)	G7257
BW25113_2410	CP009273.1	2520305	2521303	+	yfeH	CDS	16509	putative inorganic ion transporter	b2410	yfeH	predicted inner membrane protein (NCBI)	EG12376
BW25113_4546	CP009273.1	2521300	2521518	-	ypeB	CDS	1936758	DUF3820 family protein	b4546	ypeB	hypothetical protein (NCBI)	G0-10462
BW25113_2411	CP009273.1	2521520	2523535	-	ligA	CDS	16510	DNA ligase%2C NAD(+)-dependent	b2411	ligA	NAD-dependent DNA ligase LigA (NCBI)	EG10534
BW25113_2412	CP009273.1	2523606	2524592	-	zipA	CDS	16511	FtsZ stabilizer	b2412	zipA	cell division protein ZipA (NCBI)	G7258
BW25113_2413	CP009273.1	2524822	2525583	+	cysZ	CDS	16512	EI24 family inner membrane protein%3B putative sulfate transporter	b2413	cysZ	putative sulfate transport protein CysZ (NCBI)	EG10003
BW25113_2414	CP009273.1	2525768	2526739	+	cysK	CDS	16513	cysteine synthase A%2C O-acetylserine sulfhydrolase A subunit	b2414	cysK	cysteine synthase A, O-acetylserine sulfhydrolase A subunit (NCBI)	EG10192
BW25113_2415	CP009273.1	2527123	2527380	+	ptsH	CDS	16514	phosphohistidinoprotein-hexose phosphotransferase component of PTS system (Hpr)	b2415	ptsH	phosphohistidinoprotein-hexose phosphotransferase component of PTS system (Hpr) (NCBI)	EG10788
BW25113_2416	CP009273.1	2527425	2529152	+	ptsI	CDS	16515	PEP-protein phosphotransferase of PTS system (enzyme I)	b2416	ptsI	PEP-protein phosphotransferase of PTS system (enzyme I) (NCBI)	EG10789
BW25113_2417	CP009273.1	2529193	2529702	+	crr	CDS	16516	glucose-specific enzyme IIA component of PTS	b2417	crr	glucose-specific PTS system enzyme IIA component (NCBI)	EG10165
BW25113_2418	CP009273.1	2529745	2530596	-	pdxK	CDS	16517	pyridoxal-pyridoxamine kinase/hydroxymethylpyrimidine kinase	b2418	pdxK	pyridoxine kinase (NCBI)	G7259
BW25113_2419	CP009273.1	2530701	2531075	+	yfeK	CDS	16518	uncharacterized protein	b2419	yfeK	hypothetical protein (NCBI)	G7260
BW25113_2420	CP009273.1	2531108	2531842	+	yfeS	CDS	16519	WGR domain protein	b2420	yfeS	hypothetical protein (NCBI)	G7261
BW25113_2421	CP009273.1	2532031	2532942	-	cysM	CDS	16520	cysteine synthase B (O-acetylserine sulfhydrolase B)	b2421	cysM	cysteine synthase B (O-acetylserine sulfhydrolase B) (NCBI)	EG10193
BW25113_2422	CP009273.1	2533076	2534173	-	cysA	CDS	16521	sulfate/thiosulfate transporter subunit	b2422	cysA	sulfate/thiosulfate transporter subunit (NCBI)	EG10183
BW25113_2423	CP009273.1	2534163	2535038	-	cysW	CDS	1936759	sulfate/thiosulfate ABC transporter subunit	b2423	cysW	sulfate/thiosulfate transporter subunit (NCBI)	EG10198
BW25113_2424	CP009273.1	2535038	2535871	-	cysU	CDS	16523	sulfate/thiosulfate ABC transporter permease	b2424	cysU	sulfate/thiosulfate transporter subunit (NCBI)	EG10197
BW25113_2425	CP009273.1	2535871	2536887	-	cysP	CDS	16524	thiosulfate-binding protein	b2425	cysP	thiosulfate transporter subunit (NCBI)	EG10195
BW25113_2426	CP009273.1	2537191	2537982	-	ucpA	CDS	16525	furfural resistance protein%2C putative short-chain oxidoreductase	b2426	ucpA	putative oxidoreductase (VIMSS)	EG12133
BW25113_2427	CP009273.1	2538111	2538968	-	murR	CDS	16526	repressor for murPQ%2C MurNAc 6-P inducible	b2427	murR	predicted DNA-binding transcriptional regulator (NCBI)	G7262
BW25113_2428	CP009273.1	2539132	2540028	+	murQ	CDS	16527	N-acetylmuramic acid 6-phosphate (MurNAc-6-P) etherase	b2428	murQ	N-acetylmuramic acid-6-phosphate etherase (NCBI)	G7263
BW25113_2429	CP009273.1	2540032	2541456	+	murP	CDS	16528	N-acetylmuramic acid permease%2C EIIBC component%2C PTS system	b2429	murP	N-acetylmuramic acid phosphotransfer permease (NCBI)	G7264
BW25113_2430	CP009273.1	2541461	2542765	+	yfeW	CDS	16529	penicillin binding protein PBP4B%3B weak DD-carboxypeptidase activity	b2430	yfeW	putative beta-lactamase (VIMSS)	G7265
BW25113_2431	CP009273.1	2543005	2543904	-	yfeX	CDS	16530	porphyrinogen oxidase%2C cytoplasmic	b2431	yfeX	orf, hypothetical protein (VIMSS)	G7266
BW25113_2432	CP009273.1	2544000	2544575	-	yfeY	CDS	16531	RpoE-regulated lipoprotein	b2432	yfeY	hypothetical protein (NCBI)	G7267
BW25113_2433	CP009273.1	2544636	2545085	-	yfeZ	CDS	16532	inner membrane protein	b2433	yfeZ	orf, hypothetical protein (VIMSS)	G7268
BW25113_2434	CP009273.1	2545072	2545497	-	ypeA	CDS	16533	putative acyl-CoA transferase	b2434	ypeA	orf, hypothetical protein (VIMSS)	G7269
BW25113_2435	CP009273.1	2545711	2546580	+	amiA	CDS	16534	N-acetylmuramoyl-l-alanine amidase I	b2435	amiA	N-acetylmuramoyl-l-alanine amidase I (NCBI)	EG11823
BW25113_2436	CP009273.1	2546584	2547483	+	hemF	CDS	16535	coproporphyrinogen III oxidase	b2436	hemF	coproporphyrinogen III oxidase (NCBI)	EG12189
BW25113_2437	CP009273.1	2547489	2548541	-	eutR	CDS	16536	eut operon transcriptional activator%2C AraC family	b2437	eutR	predicted DNA-binding transcriptional regulator (NCBI)	EG12190
BW25113_2438	CP009273.1	2548587	2549087	-	eutK	CDS	16537	putative ethanol utilization carboxysome structural protein	b2438	eutK	orf, hypothetical protein (VIMSS)	G7270
BW25113_2439	CP009273.1	2549100	2549759	-	eutL	CDS	16538	putative ethanol utilization carboxysome structural protein	b2439	eutL	predicted carboxysome structural protein with predicted role in ethanolamine utilization (NCBI)	G7271
BW25113_2440	CP009273.1	2549769	2550656	-	eutC	CDS	16539	ethanolamine ammonia-lyase%2C small subunit (light chain)	b2440	eutC	ethanolamine ammonia-lyase small subunit (NCBI)	EG50007
BW25113_2441	CP009273.1	2550677	2552038	-	eutB	CDS	16540	ethanolamine ammonia-lyase%2C large subunit%2C heavy chain	b2441	eutB	ethanolamine ammonia-lyase, heavy chain (VIMSS)	EG50006
BW25113_2442	CP009273.1	2552217	2553425	+	intZ	CDS	16541	CPZ-55 prophage%3B putative phage integrase	b2442	intZ	CPZ-55 prophage; predicted integrase (RefSeq)	G7272
BW25113_2443	CP009273.1	2553616	2554257	+	yffL	CDS	16542	CPZ-55 prophage%3B uncharacterized protein	b2443	yffL	CPZ-55 prophage; predicted protein (NCBI)	G7273
BW25113_2444	CP009273.1	2554727	2554972	+	yffM	CDS	16543	CPZ-55 prophage%3B uncharacterized protein	b2444	yffM	CPZ-55 prophage; predicted protein (NCBI)	G7274
BW25113_2445	CP009273.1	2554984	2555352	+	yffN	CDS	16544	CPZ-55 prophage%3B uncharacterized protein	b2445	yffN	CPZ-55 prophage; predicted protein (RefSeq)	G7275
BW25113_2446	CP009273.1	2555470	2555886	+	yffO	CDS	16545	CPZ-55 prophage%3B uncharacterized protein	b2446	yffO	CPZ-55 prophage; predicted protein (NCBI)	G7276
BW25113_2447	CP009273.1	2555883	2556476	+	yffP	CDS	16546	CPZ-55 prophage%3B uncharacterized protein	b2447	yffP	CPZ-55 prophage; predicted protein (NCBI)	G7277
BW25113_2448	CP009273.1	2556951	2557328	+	yffQ	CDS	16547	CPZ-55 prophage%3B uncharacterized protein	b2448	yffQ	CPZ-55 prophage; predicted protein (RefSeq)	G7278
BW25113_2449	CP009273.1	2557339	2557731	+	yffR	CDS	16548	CPZ-55 prophage%3B uncharacterized protein	b2449	yffR	CPZ-55 prophage; predicted protein (NCBI)	G7279
BW25113_2450	CP009273.1	2557882	2558691	+	yffS	CDS	16549	CPZ-55 prophage%3B uncharacterized protein	b2450	yffS	CPZ-55 prophage; predicted protein (RefSeq)	G7280
BW25113_2451	CP009273.1	2558840	2560243	-	eutA	CDS	16550	reactivating factor for ethanolamine ammonia lyase	b2451	eutA	reactivating factor for ethanolamine ammonia lyase (NCBI)	G7281
BW25113_2452	CP009273.1	2560240	2561466	-	eutH	CDS	16551	ethanolamine transporter	b2452	eutH	predicted inner membrane protein (NCBI)	G7282
BW25113_2453	CP009273.1	2561683	2562870	-	eutG	CDS	16552	ethanol dehydrogenase involved in ethanolamine utilization%3B aldehyde reductase%2C converts acetaldehyde to ethanol	b2453	eutG	ethanolamine utilization; homolog of Salmonella enzyme, similar to iron-containing alcohol dehydrogenase (VIMSS)	G7283
BW25113_2454	CP009273.1	2562860	2563696	-	eutJ	CDS	16553	ethanolamine utilization protein%2C HSP70/actin superfamily protein	b2454	eutJ	predicted chaperonin, ethanolamine utilization protein (NCBI)	G7284
BW25113_2455	CP009273.1	2563707	2565110	-	eutE	CDS	16554	aldehyde oxidoreductase%2C ethanolamine utilization protein	b2455	eutE	predicted aldehyde dehydrogenase, ethanolamine utilization protein (NCBI)	G7285
BW25113_2456	CP009273.1	2565122	2565409	-	eutN	CDS	16555	Ethanolamine catabolic microcompartment shell protein	b2456	eutN	predicted carboxysome structural protein, ethanolamine utilization protein (NCBI)	G7286
BW25113_2457	CP009273.1	2565516	2565809	-	eutM	CDS	16556	ethanolamine utilization protein%2C putative carboxysome structural protein	b2457	eutM	detox protein (VIMSS)	G7287
BW25113_2458	CP009273.1	2565848	2566864	-	eutD	CDS	16557	phosphate acetyltransferase	b2458	eutD	predicted phosphotransacetylase subunit (NCBI)	G7288
BW25113_2459	CP009273.1	2566861	2567664	-	eutT	CDS	16558	cobalamin adenosyltransferase involved in ethanolamine utilization	b2459	eutT	predicted cobalamin adenosyltransferase in ethanolamine utilization (NCBI)	G7289
BW25113_2460	CP009273.1	2567661	2568362	-	eutQ	CDS	16559	RmlC-like cupin domain protein	b2460	eutQ	hypothetical protein (NCBI)	G7290
BW25113_2461	CP009273.1	2568337	2568816	-	eutP	CDS	16560	putative P-loop NTPase ethanolamine utilization protein	b2461	eutP	conserved protein with nucleoside triphosphate hydrolase domain (NCBI)	G7291
BW25113_2462	CP009273.1	2568829	2569164	-	eutS	CDS	16561	putative ethanol utilization carboxysome structural protein	b2462	eutS	orf, hypothetical protein (VIMSS)	G7292
BW25113_2463	CP009273.1	2569457	2571736	-	maeB	CDS	16562	malic enzyme: putative oxidoreductase/putative phosphotransacetylase	b2463	maeB	malic enzyme (NCBI)	G7293
BW25113_2464	CP009273.1	2572025	2572975	+	talA	CDS	16563	transaldolase A	b2464	talA	transaldolase A (NCBI)	EG11797
BW25113_2465	CP009273.1	2572995	2574998	+	tktB	CDS	16564	transketolase 2%2C thiamine triphosphate-binding	b2465	tktB	transketolase 2, thiamin-binding (NCBI)	EG12100
BW25113_2466	CP009273.1	2575093	2576136	-	ypfG	CDS	16565	DUF1176 family protein	b2466	ypfG	hypothetical protein (NCBI)	G7295
BW25113_2467	CP009273.1	2576262	2576837	-	nudK	CDS	16566	GDP-mannose pyrophosphatase	b2467	nudK	predicted NUDIX hydrolase (NCBI)	EG12410
BW25113_2468	CP009273.1	2576905	2578884	-	aegA	CDS	16567	putative oxidoreductase%2C FeS binding subunit/NAD/FAD-binding subunit	b2468	aegA	fused predicted oxidoreductase: FeS binding subunit/NAD/FAD-binding subunit (NCBI)	EG12409
BW25113_2469	CP009273.1	2579090	2580790	+	narQ	CDS	16568	sensory histidine kinase in two-component regulatory system with NarP (NarL)	b2469	narQ	sensory histidine kinase in two-component regulatory system with NarP (NarL) (NCBI)	EG11460
BW25113_2470	CP009273.1	2580954	2584067	+	acrD	CDS	16569	aminoglycoside/multidrug efflux system	b2470	acrD	aminoglycoside/multidrug efflux system (NCBI)	EG10014
BW25113_4606	CP009273.1	2584166	2584225	-	ypfM	CDS	3446198	stress-induced small enterobacterial protein	b4606	ypfM	hypothetical protein (RefSeq)	G0-8888
BW25113_2471	CP009273.1	2584606	2584962	+	yffB	CDS	16570	putative ArsC family reductase	b2471	yffB	hypothetical protein (NCBI)	EG11147
BW25113_2472	CP009273.1	2584966	2586093	+	dapE	CDS	16571	N-succinyl-diaminopimelate deacylase	b2472	dapE	succinyl-diaminopimelate desuccinylase (NCBI)	EG10208
BW25113_4547	CP009273.1	2586121	2586321	+	ypfN	CDS	1936770	putative membrane protein%2C UPF0370 family	b4547	ypfN	hypothetical protein (NCBI)	G0-10463
BW25113_2473	CP009273.1	2586431	2587129	-	ypfH	CDS	16572	palmitoyl-CoA esterase activity%2C uncertain physiological substrate	b2473	ypfH	orf, hypothetical protein (VIMSS)	G7296
BW25113_2474	CP009273.1	2587203	2589218	-	tmcA	CDS	16573	elongator methionine tRNA (ac4C34) acetyltransferase	b2474	tmcA	predicted hydrolase (NCBI)	G7297
BW25113_2475	CP009273.1	2589233	2590096	-	ypfJ	CDS	16574	putative neutral zinc metallopeptidase	b2475	ypfJ	hypothetical protein (NCBI)	G7298
BW25113_2476	CP009273.1	2590264	2590977	-	purC	CDS	16575	phosphoribosylaminoimidazole-succinocarboxamide synthetase	b2476	purC	phosphoribosylaminoimidazole-succinocarboxamidesynthase (NCBI)	EG10791
BW25113_2477	CP009273.1	2591190	2592224	-	bamC	CDS	16576	BamABCDE complex OM biogenesis lipoprotein	b2477	bamC	lipoprotein-34 (VIMSS)	EG10658
BW25113_2478	CP009273.1	2592241	2593119	-	dapA	CDS	16577	dihydrodipicolinate synthase	b2478	dapA	dihydrodipicolinate synthase (NCBI)	EG10205
BW25113_2479	CP009273.1	2593265	2593837	+	gcvR	CDS	16578	transcriptional repressor%2C regulatory protein accessory to GcvA	b2479	gcvR	transcriptional regulation of gcv operon (VIMSS)	EG11149
BW25113_2480	CP009273.1	2593837	2594307	+	bcp	CDS	16579	peroxiredoxin%3B thiol peroxidase%2C thioredoxin-dependent	b2480	bcp	thioredoxin-dependent thiol peroxidase (NCBI)	EG10108
BW25113_2481	CP009273.1	2594560	2595177	+	hyfA	CDS	16580	hydrogenase 4%2C 4Fe-4S subunit	b2481	hyfA	hydrogenase 4 Fe-S subunit (VIMSS)	EG11150
BW25113_2482	CP009273.1	2595177	2597195	+	hyfB	CDS	16581	hydrogenase 4%2C membrane subunit	b2482	hyfB	NADH dehydrogenase subunit N (NCBI)	EG11282
BW25113_2483	CP009273.1	2597206	2598153	+	hyfC	CDS	16582	hydrogenase 4%2C membrane subunit	b2483	hyfC	hydrogenase 4 membrane subunit (VIMSS)	G7300
BW25113_2484	CP009273.1	2598170	2599609	+	hyfD	CDS	16583	hydrogenase 4%2C membrane subunit	b2484	hyfD	hydrogenase 4 membrane subunit (NCBI)	G7301
BW25113_2485	CP009273.1	2599621	2600271	+	hyfE	CDS	16584	hydrogenase 4%2C membrane subunit	b2485	hyfE	hydrogenase 4, membrane subunit (NCBI)	G7302
BW25113_2486	CP009273.1	2600276	2601856	+	hyfF	CDS	16585	hydrogenase 4%2C membrane subunit	b2486	hyfF	NADH dehydrogenase subunit N (NCBI)	G7303
BW25113_2487	CP009273.1	2601846	2603513	+	hyfG	CDS	16586	hydrogenase 4%2C subunit	b2487	hyfG	hydrogenase 4, subunit (NCBI)	G7304
BW25113_2488	CP009273.1	2603523	2604068	+	hyfH	CDS	16587	hydrogenase 4%2C Fe-S subunit	b2488	hyfH	hydrogenase 4, Fe-S subunit (NCBI)	G7305
BW25113_2489	CP009273.1	2604065	2604823	+	hyfI	CDS	16588	hydrogenase 4%2C Fe-S subunit	b2489	hyfI	hydrogenase 4, Fe-S subunit (NCBI)	G7306
BW25113_2490	CP009273.1	2604816	2605229	+	hyfJ	CDS	16589	putative processing element hydrogenase 4	b2490	hyfJ	putative protein processing element (VIMSS)	G7307
BW25113_2491	CP009273.1	2605259	2607271	+	hyfR	CDS	16590	hydrogenase-4 transcriptional activator	b2491	hyfR	putative 2-component regulator, interaction with sigma 54 (VIMSS)	G7308
BW25113_2492	CP009273.1	2607293	2608141	+	focB	CDS	16591	putative formate transporter	b2492	focB	predicted formate transporter (NCBI)	G7309
BW25113_2493	CP009273.1	2608179	2609240	-	yfgO	CDS	16592	putative UPF0118 family inner membrane permease	b2493	yfgO	predicted inner membrane protein (NCBI)	G7310
BW25113_2494	CP009273.1	2609453	2610916	+	bepA	CDS	16593	periplasmic metalloprotease and chaperone for OM protein maintenance and assembly	b2494	bepA	predicted peptidase (NCBI)	G7311
BW25113_2495	CP009273.1	2610937	2611296	+	yfgD	CDS	16594	putative oxidoreductase	b2495	yfgD	predicted oxidoreductase (NCBI)	G7312
BW25113_2496	CP009273.1	2611434	2612135	-	hda	CDS	16595	ATPase regulatory factor involved in DnaA inactivation	b2496	hda	ATPase regulatory factor involved in DnaA inactivation (RefSeq)	G7313
BW25113_2497	CP009273.1	2612230	2613519	-	uraA	CDS	16596	uracil permease	b2497	uraA	uracil transporter (NCBI)	EG12129
BW25113_2498	CP009273.1	2613605	2614231	-	upp	CDS	16597	uracil phosphoribosyltransferase	b2498	upp	uracil phosphoribosyltransferase (VIMSS)	EG11332
BW25113_2499	CP009273.1	2614556	2615593	+	purM	CDS	16598	phosphoribosylaminoimidazole synthetase	b2499	purM	phosphoribosylaminoimidazole synthetase (NCBI)	EG10798
BW25113_2500	CP009273.1	2615593	2616231	+	purN	CDS	16599	phosphoribosylglycinamide formyltransferase 1	b2500	purN	phosphoribosylglycinamide formyltransferase (NCBI)	EG10799
